State,Language,Minutes,Month,Year
El Paso,Spanish,24,4,2017
El Paso,Spanish,12,4,2017
El Paso,Spanish,7,4,2017
El Paso,Spanish,5,4,2017
El Paso,Spanish,16,4,2017
El Paso,Spanish,9,4,2017
El Paso,Spanish,34,4,2017
El Paso,Spanish,8,4,2017
El Paso,Spanish,12,4,2017
South Bend,Spanish,28,4,2017
South Bend,Spanish,7,4,2017
South Bend,Spanish,6,4,2017
Corpus Christi,Spanish,13,4,2017
Corpus Christi,Spanish,14,4,2017
Corpus Christi,Spanish,11,4,2017
Corpus Christi,Spanish,11,4,2017
Corpus Christi,Spanish,15,4,2017
Corpus Christi,Spanish,16,4,2017
Corpus Christi,Spanish,13,4,2017
Corpus Christi,Spanish,42,4,2017
Houston,Spanish,11,4,2017
Houston,Vietnamese,5,4,2017
Houston,Spanish,8,4,2017
Houston,Spanish,18,4,2017
Houston,Turkish,66,4,2017
Houston,Vietnamese,6,4,2017
Houston,Spanish,5,4,2017
Houston,Korean,19,4,2017
Houston,Spanish,9,4,2017
Indianapolis,Spanish,12,4,2017
Indianapolis,Spanish,14,4,2017
Indianapolis,Spanish,20,4,2017
Kansas City,Spanish,10,4,2017
Detroit,Bosnian,13,4,2017
Omaha,Bengali,1,4,2017
Little Rock,Spanish,12,4,2017
Little Rock,Spanish,16,4,2017
Little Rock,Spanish,9,4,2017
Little Rock,Spanish,12,4,2017
Louisville,Spanish,14,4,2017
South Bend,Spanish,12,4,2017
San Antonio,Spanish,21,4,2017
Milwaukee,Spanish,9,4,2017
Milwaukee,Spanish,9,4,2017
Milwaukee,Spanish,10,4,2017
Milwaukee,Spanish,16,4,2017
Milwaukee,Lao,12,4,2017
Milwaukee,Spanish,15,4,2017
Minneapolis,Spanish,15,4,2017
Minneapolis,Russian,8,4,2017
Minneapolis,Spanish,9,4,2017
Nashville,Arabic,12,4,2017
Nashville,Turkish,11,4,2017
Nashville,Spanish,5,4,2017
Omaha,Spanish,13,4,2017
Omaha,Spanish,23,4,2017
Omaha,Spanish,8,4,2017
Omaha,Spanish,6,4,2017
Madison,Spanish,15,4,2017
Madison,Spanish,7,4,2017
San Antonio,Spanish,17,4,2017
San Antonio,Spanish,23,4,2017
San Antonio,Spanish,31,4,2017
San Antonio,Spanish,7,4,2017
San Antonio,Spanish,28,4,2017
San Antonio,Gujarati,98,4,2017
San Antonio,Spanish,19,4,2017
San Antonio,Spanish,25,4,2017
San Antonio,Spanish,39,4,2017
San Antonio,Spanish,9,4,2017
South Bend,Spanish,8,4,2017
Peoria,Russian,54,4,2017
Peoria,Spanish,23,4,2017
Minneapolis,Hmong,9,4,2017
Minneapolis,Spanish,10,4,2017
Minneapolis,Vietnamese,8,4,2017
Minneapolis,Arabic,13,4,2017
Cleveland,Vietnamese,26,4,2017
Austin,Spanish,7,4,2017
Las Vegas,Spanish,52,4,2017
Albany,Spanish,26,4,2017
Albuquerque,Spanish,8,4,2017
Alexandria,Spanish,4,4,2017
Alexandria,Korean,0,4,2017
Alexandria,Korean,15,4,2017
Alexandria,Spanish,5,4,2017
Alexandria,Spanish,5,4,2017
Alexandria,Vietnamese,9,4,2017
Alexandria,Spanish,6,4,2017
Alexandria,Spanish,3,4,2017
Alexandria,Spanish,5,4,2017
Alexandria,Spanish,3,4,2017
Alexandria,Farsi,4,4,2017
Alexandria,Korean,11,4,2017
Alexandria,Spanish,4,4,2017
Alexandria,Spanish,10,4,2017
Anchorage,Korean,14,4,2017
Atlanta,Spanish,4,4,2017
Atlanta,Vietnamese,6,4,2017
Atlanta,Spanish,12,4,2017
Atlanta,Spanish,11,4,2017
Atlanta,Vietnamese,8,4,2017
Atlanta,Vietnamese,4,4,2017
Atlanta,Spanish,17,4,2017
Atlanta,Spanish,8,4,2017
Atlanta,Arabic,9,4,2017
Atlanta,Vietnamese,9,4,2017
Atlanta,Vietnamese,9,4,2017
Atlanta,Vietnamese,4,4,2017
Atlanta,Vietnamese,5,4,2017
Atlanta,Spanish,7,4,2017
Atlanta,Spanish,10,4,2017
Atlanta,Spanish,6,4,2017
Atlanta,Spanish,12,4,2017
Atlanta,Spanish,10,4,2017
Atlanta,Spanish,12,4,2017
Atlanta,Spanish,11,4,2017
Atlanta,Korean,11,4,2017
Atlanta,French,8,4,2017
Atlanta,Spanish,12,4,2017
Atlanta,Spanish,12,4,2017
Atlanta,Spanish,20,4,2017
Atlanta,Spanish,4,4,2017
Atlanta,Spanish,9,4,2017
Atlanta,Spanish,9,4,2017
Atlanta,Spanish,5,4,2017
Atlanta,Spanish,34,4,2017
Atlanta,Spanish,11,4,2017
Baltimore,Spanish,10,4,2017
Baltimore,Spanish,17,4,2017
Baltimore,Japanese,22,4,2017
Boise,Spanish,11,4,2017
Boise,Spanish,7,4,2017
Boise,Spanish,11,4,2017
Boston,Portuguese,7,4,2017
Boston,Haitian Creole,5,4,2017
Boston,Spanish,26,4,2017
Boston,Portuguese,10,4,2017
Boston,Spanish,6,4,2017
Salt Lake City,Spanish,4,4,2017
Boston,Arabic,9,4,2017
Brooklyn,Russian,13,4,2017
Brooklyn,Cantonese,10,4,2017
Brooklyn,Spanish,1,4,2017
Brooklyn,Spanish,4,4,2017
Brooklyn,Spanish,9,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Italian,6,4,2017
Brooklyn,Russian,15,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Russian,6,4,2017
Brooklyn,Spanish,4,4,2017
Brooklyn,Russian,15,4,2017
Brooklyn,Bengali,11,4,2017
Brooklyn,Spanish,7,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Korean,16,4,2017
Brooklyn,Korean,1,4,2017
Brooklyn,Korean,22,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Mandarin,7,4,2017
Brooklyn,Spanish,7,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Russian,10,4,2017
Brooklyn,Spanish,7,4,2017
Brooklyn,Spanish,11,4,2017
Brooklyn,Spanish,11,4,2017
Brooklyn,Spanish,5,4,2017
Brooklyn,Russian,10,4,2017
Brooklyn,Bengali,8,4,2017
Brooklyn,Spanish,1,4,2017
Brooklyn,Spanish,9,4,2017
Brooklyn,Russian,4,4,2017
Brooklyn,Spanish,4,4,2017
Brooklyn,Korean,1,4,2017
Brooklyn,Korean,17,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Spanish,4,4,2017
Brooklyn,Spanish,6,4,2017
Brooklyn,Spanish,25,4,2017
Brooklyn,Russian,9,4,2017
Brooklyn,Russian,14,4,2017
Brooklyn,Punjabi,20,4,2017
Brooklyn,Spanish,13,4,2017
Brooklyn,Russian,23,4,2017
Brooklyn,Korean,23,4,2017
Brooklyn,Spanish,14,4,2017
Brooklyn,Spanish,29,4,2017
Brooklyn,Spanish,57,4,2017
Brooklyn,Spanish,15,4,2017
Brooklyn,Spanish,17,4,2017
Brooklyn,Spanish,14,4,2017
Brooklyn,Spanish,10,4,2017
Brooklyn,Spanish,13,4,2017
Brooklyn,Spanish,12,4,2017
Brooklyn,Spanish,11,4,2017
Brooklyn,Spanish,13,4,2017
Brooklyn,Turkish,15,4,2017
Brooklyn,Russian,14,4,2017
Buffalo,Spanish,16,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,11,4,2017
Newark,Korean,11,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,13,4,2017
Newark,Spanish,5,4,2017
Newark,Spanish,9,4,2017
Central Islip,Punjabi,13,4,2017
Central Islip,Mandarin,18,4,2017
Central Islip,Spanish,5,4,2017
Central Islip,Korean,11,4,2017
Central Islip,Spanish,35,4,2017
Central Islip,Spanish,3,4,2017
Central Islip,Spanish,14,4,2017
Central Islip,Spanish,2,4,2017
Central Islip,Spanish,10,4,2017
Central Islip,Spanish,7,4,2017
Central Islip,Mandarin,7,4,2017
Central Islip,Spanish,21,4,2017
Central Islip,Spanish,10,4,2017
Newark,Spanish,26,4,2017
Newark,Spanish,22,4,2017
Dallas,Spanish,14,4,2017
Dallas,Korean,2,4,2017
Dallas,Korean,2,4,2017
Dallas,Korean,44,4,2017
Dallas,Spanish,13,4,2017
Dallas,Spanish,119,4,2017
Dallas,Arabic,25,4,2017
Dallas,Spanish,14,4,2017
Dallas,Spanish,16,4,2017
Dallas,Spanish,15,4,2017
Dallas,Vietnamese,51,4,2017
Dallas,Spanish,18,4,2017
Dallas,Spanish,11,4,2017
Dallas,Vietnamese,10,4,2017
Dallas,Spanish,18,4,2017
Dallas,Spanish,14,4,2017
Denver,Korean,15,4,2017
Denver,Spanish,16,4,2017
Denver,Bulgarian,30,4,2017
Denver,Spanish,16,4,2017
Denver,Spanish,8,4,2017
Reno,Spanish,11,4,2017
Eugene,Spanish,11,4,2017
Eugene,Spanish,17,4,2017
Eugene,Spanish,20,4,2017
Seattle,Tagalog,24,4,2017
Seattle,Russian,16,4,2017
San Jose,Spanish,14,4,2017
Denver,Spanish,9,4,2017
Fresno,Spanish,16,4,2017
Fresno,Spanish,15,4,2017
Fresno,Punjabi,15,4,2017
Fresno,Spanish,12,4,2017
Fresno,Spanish,7,4,2017
Fresno,Spanish,0,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,18,4,2017
Fresno,Spanish,17,4,2017
Fresno,Spanish,5,4,2017
Fresno,Spanish,7,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,31,4,2017
Fresno,Spanish,10,4,2017
Fresno,Spanish,7,4,2017
Fresno,Spanish,25,4,2017
Fresno,Spanish,4,4,2017
Fresno,Spanish,23,4,2017
Fresno,Spanish,5,4,2017
Fresno,Spanish,11,4,2017
Fresno,Spanish,6,4,2017
Fresno,Hmong,7,4,2017
Fresno,Spanish,7,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,9,4,2017
Fresno,Spanish,11,4,2017
Fresno,Spanish,20,4,2017
Fresno,Spanish,39,4,2017
Fresno,Spanish,30,4,2017
Fresno,Spanish,42,4,2017
Fresno,Spanish,2,4,2017
Fresno,Spanish,49,4,2017
Fresno,Spanish,0,4,2017
Fresno,Spanish,15,4,2017
Fresno,Spanish,15,4,2017
Fresno,Spanish,6,4,2017
Fresno,Spanish,7,4,2017
Fresno,Spanish,10,4,2017
Ft. Lauderdale,Spanish,7,4,2017
Ft. Lauderdale,Spanish,15,4,2017
Ft. Lauderdale,Spanish,6,4,2017
Ft. Lauderdale,Mandarin,26,4,2017
Ft. Lauderdale,Spanish,9,4,2017
Ft. Lauderdale,Spanish,7,4,2017
Ft. Lauderdale,Spanish,5,4,2017
Ft. Lauderdale,Spanish,9,4,2017
Ft. Lauderdale,Spanish,8,4,2017
Ft. Lauderdale,Spanish,4,4,2017
Ft. Lauderdale,Spanish,6,4,2017
Ft. Lauderdale,Spanish,7,4,2017
Ft. Lauderdale,Spanish,6,4,2017
Ft. Lauderdale,Spanish,6,4,2017
Ft. Lauderdale,Spanish,7,4,2017
Ft. Lauderdale,Spanish,10,4,2017
Ft. Lauderdale,Spanish,6,4,2017
Ft. Lauderdale,Haitian Creole,4,4,2017
Ft. Lauderdale,Spanish,13,4,2017
Ft. Lauderdale,Spanish,9,4,2017
Ft. Lauderdale,Spanish,7,4,2017
Ft. Lauderdale,Spanish,4,4,2017
Ft. Myers,Spanish,6,4,2017
Ft. Myers,Spanish,1,4,2017
Ft. Myers,Spanish,5,4,2017
Ft. Myers,Spanish,14,4,2017
Ft. Myers,Spanish,14,4,2017
Ft. Myers,Spanish,7,4,2017
Ft. Myers,Spanish,14,4,2017
Ft. Myers,Spanish,13,4,2017
Ft. Worth,Spanish,9,4,2017
Ft. Worth,Spanish,8,4,2017
Ft. Worth,Urdu,11,4,2017
Greenbelt,Korean,6,4,2017
Greenbelt,Urdu,16,4,2017
Greenbelt,Spanish,26,4,2017
Greenbelt,Spanish,16,4,2017
Greenbelt,Spanish,11,4,2017
Greenbelt,Spanish,19,4,2017
Greenbelt,Spanish,20,4,2017
Greenbelt,French,1,4,2017
Greenbelt,French,10,4,2017
Greenbelt,Spanish,8,4,2017
Greenbelt,Spanish,10,4,2017
Greenbelt,Korean,13,4,2017
Harrisburg,Spanish,9,4,2017
New Haven,Spanish,20,4,2017
Honolulu,Japanese,14,4,2017
Memphis,Spanish,6,4,2017
Memphis,Spanish,7,4,2017
Jacksonville,Spanish,4,4,2017
Kansas City,Spanish,5,4,2017
Kansas City,Spanish,7,4,2017
Philadelphia,Spanish,9,4,2017
Las Vegas,Spanish,15,4,2017
Las Vegas,Spanish,18,4,2017
Las Vegas,Spanish,16,4,2017
Las Vegas,Spanish,3,4,2017
Las Vegas,Spanish,46,4,2017
Las Vegas,Spanish,7,4,2017
Las Vegas,Serbian,6,4,2017
Las Vegas,Spanish,16,4,2017
Las Vegas,Spanish,12,4,2017
Las Vegas,Spanish,12,4,2017
Las Vegas,Spanish,15,4,2017
Las Vegas,Spanish,16,4,2017
Las Vegas,Spanish,10,4,2017
Las Vegas,Spanish,6,4,2017
Las Vegas,Spanish,5,4,2017
Las Vegas,Spanish,19,4,2017
Las Vegas,Spanish,22,4,2017
Las Vegas,Spanish,8,4,2017
Las Vegas,Spanish,22,4,2017
Las Vegas,Spanish,9,4,2017
Las Vegas,Spanish,27,4,2017
Las Vegas,Spanish,13,4,2017
Las Vegas,Spanish,25,4,2017
Las Vegas,Spanish,9,4,2017
Las Vegas,Spanish,6,4,2017
Las Vegas,Spanish,6,4,2017
Las Vegas,Spanish,13,4,2017
Las Vegas,Spanish,6,4,2017
Las Vegas,Spanish,10,4,2017
Las Vegas,Spanish,8,4,2017
Las Vegas,Spanish,8,4,2017
Las Vegas,Spanish,12,4,2017
Las Vegas,Spanish,10,4,2017
Las Vegas,Spanish,5,4,2017
Los Angeles,Korean,8,4,2017
Los Angeles,Spanish,11,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Korean,7,4,2017
Los Angeles,Spanish,10,4,2017
Los Angeles,Spanish,2,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,3,4,2017
Los Angeles,Spanish,15,4,2017
Los Angeles,Armenian,6,4,2017
Los Angeles,Spanish,22,4,2017
Los Angeles,Spanish,2,4,2017
Los Angeles,Spanish,3,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Armenian,8,4,2017
Los Angeles,Korean,15,4,2017
Los Angeles,Korean,5,4,2017
Los Angeles,Korean,6,4,2017
Las Vegas,Spanish,12,4,2017
Los Angeles,Spanish,16,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,12,4,2017
Los Angeles,Spanish,1,4,2017
Los Angeles,Spanish,11,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,15,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Vietnamese,5,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,16,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,19,4,2017
Los Angeles,Spanish,17,4,2017
Los Angeles,Spanish,12,4,2017
Los Angeles,Spanish,13,4,2017
Los Angeles,Farsi,7,4,2017
Los Angeles,Farsi,83,4,2017
Los Angeles,Korean,7,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Korean,6,4,2017
Los Angeles,Spanish,10,4,2017
Los Angeles,Korean,3,4,2017
Los Angeles,Korean,6,4,2017
Los Angeles,Korean,7,4,2017
Los Angeles,Korean,36,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,15,4,2017
Los Angeles,Spanish,14,4,2017
Los Angeles,Spanish,18,4,2017
Los Angeles,Tagalog,37,4,2017
Los Angeles,Mandarin,5,4,2017
Los Angeles,Korean,21,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,10,4,2017
Los Angeles,Mandarin,17,4,2017
Los Angeles,Spanish,9,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,26,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Armenian,4,4,2017
Los Angeles,Spanish,3,4,2017
Los Angeles,Spanish,0,4,2017
Los Angeles,Spanish,10,4,2017
Los Angeles,Spanish,0,4,2017
Los Angeles,Spanish,9,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Vietnamese,8,4,2017
Los Angeles,Spanish,9,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Korean,5,4,2017
Los Angeles,Armenian,5,4,2017
Los Angeles,Korean,6,4,2017
Los Angeles,Korean,18,4,2017
Los Angeles,Mandarin,7,4,2017
Los Angeles,Korean,10,4,2017
Los Angeles,Spanish,19,4,2017
Los Angeles,Spanish,3,4,2017
Los Angeles,Spanish,19,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,29,4,2017
Los Angeles,Spanish,19,4,2017
Los Angeles,Spanish,12,4,2017
Los Angeles,Spanish,14,4,2017
Los Angeles,Spanish,25,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,17,4,2017
Los Angeles,Russian,7,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Korean,5,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Armenian,6,4,2017
Los Angeles,Cantonese,37,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,10,4,2017
Los Angeles,Spanish,21,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Vietnamese,7,4,2017
Los Angeles,Spanish,2,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Farsi,10,4,2017
Los Angeles,Spanish,17,4,2017
Los Angeles,Korean,6,4,2017
Los Angeles,Korean,9,4,2017
Los Angeles,Spanish,3,4,2017
Los Angeles,Spanish,7,4,2017
Los Angeles,Korean,17,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,16,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Spanish,5,4,2017
Los Angeles,Spanish,6,4,2017
Los Angeles,Arabic,19,4,2017
Los Angeles,Spanish,12,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Mandarin,14,4,2017
Los Angeles,Spanish,0,4,2017
Los Angeles,Spanish,15,4,2017
Los Angeles,Spanish,8,4,2017
Los Angeles,Spanish,4,4,2017
Los Angeles,Spanish,12,4,2017
Los Angeles,Spanish,11,4,2017
Los Angeles,Spanish,15,4,2017
Macon,Spanish,10,4,2017
Worcester,Spanish,8,4,2017
Miami,Spanish,6,4,2017
Miami,Spanish,5,4,2017
Miami,Spanish,5,4,2017
Miami,Haitian Creole,6,4,2017
Miami,Spanish,5,4,2017
Miami,Spanish,8,4,2017
Miami,Spanish,7,4,2017
Miami,Spanish,6,4,2017
Miami,Spanish,4,4,2017
Miami,Haitian Creole,14,4,2017
Miami,Spanish,4,4,2017
Miami,Spanish,9,4,2017
Sacramento,Cambodian,9,4,2017
Sacramento,Spanish,12,4,2017
Sacramento,Spanish,6,4,2017
Sacramento,Spanish,4,4,2017
Sacramento,Spanish,11,4,2017
Sacramento,Spanish,11,4,2017
Sacramento,Spanish,31,4,2017
Sacramento,Cambodian,15,4,2017
Sacramento,Punjabi,9,4,2017
Sacramento,Spanish,7,4,2017
Sacramento,Spanish,12,4,2017
New Haven,Spanish,6,4,2017
New Haven,Spanish,8,4,2017
New Haven,Korean,18,4,2017
New Haven,Spanish,17,4,2017
New York,Spanish,7,4,2017
New York,Spanish,8,4,2017
New York,Spanish,7,4,2017
New York,Spanish,11,4,2017
New York,Spanish,5,4,2017
New York,Spanish,10,4,2017
New York,Spanish,19,4,2017
New York,Spanish,14,4,2017
New York,Spanish,10,4,2017
New York,Spanish,47,4,2017
New York,Spanish,111,4,2017
New York,Spanish,6,4,2017
New York,Spanish,7,4,2017
New York,Spanish,25,4,2017
New York,Spanish,12,4,2017
New York,Spanish,5,4,2017
New York,Spanish,12,4,2017
New York,Spanish,20,4,2017
New York,Spanish,223,4,2017
New York,Spanish,11,4,2017
New York,Spanish,5,4,2017
New York,Spanish,21,4,2017
New York,Spanish,18,4,2017
New York,Spanish,12,4,2017
New York,Spanish,8,4,2017
New York,Haitian Creole,5,4,2017
New York,Spanish,14,4,2017
Central Islip,Spanish,9,4,2017
New York,Spanish,42,4,2017
New York,Spanish,8,4,2017
New York,Spanish,1,4,2017
New York,Spanish,21,4,2017
New York,Spanish,10,4,2017
Central Islip,Spanish,20,4,2017
New York,Spanish,4,4,2017
New York,Spanish,11,4,2017
New York,Italian,10,4,2017
New York,Spanish,11,4,2017
New York,Spanish,14,4,2017
New York,Spanish,6,4,2017
New York,Spanish,23,4,2017
New York,Spanish,12,4,2017
New York,Bengali,5,4,2017
New York,Spanish,9,4,2017
New York,Spanish,6,4,2017
New York,Spanish,5,4,2017
New York,Spanish,10,4,2017
New York,Spanish,26,4,2017
Newark,Korean,10,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,8,4,2017
Newark,Spanish,8,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,10,4,2017
Newark,Korean,6,4,2017
Newark,Spanish,8,4,2017
Newark,Vietnamese,4,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,15,4,2017
Newark,Spanish,0,4,2017
Newark,Spanish,10,4,2017
Newark,Spanish,6,4,2017
Newark,Spanish,18,4,2017
Newark,Korean,12,4,2017
Newark,Arabic,13,4,2017
Newark,Spanish,33,4,2017
Newark,Haitian Creole,5,4,2017
Newark,Spanish,14,4,2017
Newark,Korean,1,4,2017
Newark,Korean,13,4,2017
Newark,Spanish,4,4,2017
Newark,Haitian Creole,6,4,2017
Newark,Spanish,10,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,3,4,2017
Newark,Spanish,3,4,2017
Newark,Spanish,7,4,2017
Newark,Italian,6,4,2017
Newark,Spanish,8,4,2017
Newark,Turkish,7,4,2017
Newark,Spanish,8,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,18,4,2017
Newark,Spanish,2,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,17,4,2017
Newark,Spanish,5,4,2017
Newark,Spanish,5,4,2017
Newark,Spanish,6,4,2017
Newark,Spanish,8,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,10,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,10,4,2017
Newark,Spanish,6,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,6,4,2017
Newark,Portuguese,7,4,2017
Newark,Spanish,17,4,2017
Newark,Portuguese,7,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,10,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,5,4,2017
Newark,Arabic,7,4,2017
Newark,Spanish,5,4,2017
Newark,Spanish,6,4,2017
Newark,Spanish,6,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,9,4,2017
Newark,Spanish,4,4,2017
Newark,Spanish,8,4,2017
Newark,Spanish,7,4,2017
Newark,Spanish,4,4,2017
Newark,Korean,11,4,2017
Newark,Spanish,16,4,2017
Newark,Spanish,4,4,2017
Newark,Korean,7,4,2017
Newark,Spanish,11,4,2017
Newark,Spanish,5,4,2017
Newark,Spanish,9,4,2017
Norfolk,Korean,12,4,2017
Oakland,Korean,12,4,2017
Oakland,Spanish,4,4,2017
Oakland,Spanish,21,4,2017
Oakland,Vietnamese,31,4,2017
Oakland,Spanish,5,4,2017
Oakland,Spanish,19,4,2017
Oakland,Spanish,4,4,2017
Salt Lake City,Spanish,6,4,2017
Salt Lake City,Marshallese,5,4,2017
Oklahoma City,Mandarin,35,4,2017
Oklahoma City,Spanish,5,4,2017
Oklahoma City,Spanish,10,4,2017
Oklahoma City,Spanish,7,4,2017
Orlando,Spanish,6,4,2017
Orlando,Spanish,17,4,2017
Orlando,Spanish,25,4,2017
Orlando,Spanish,20,4,2017
Orlando,Spanish,4,4,2017
Orlando,Spanish,23,4,2017
Orlando,Spanish,4,4,2017
Orlando,Spanish,108,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,9,4,2017
Orlando,Spanish,0,4,2017
Orlando,Spanish,15,4,2017
Orlando,Spanish,5,4,2017
Orlando,Spanish,6,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,5,4,2017
Orlando,Spanish,14,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,4,4,2017
Orlando,Spanish,3,4,2017
Orlando,Spanish,17,4,2017
Orlando,Spanish,4,4,2017
Orlando,Spanish,19,4,2017
Orlando,Spanish,15,4,2017
Orlando,Spanish,49,4,2017
Orlando,Spanish,5,4,2017
Orlando,Korean,6,4,2017
Orlando,Spanish,5,4,2017
Orlando,Spanish,8,4,2017
Orlando,Spanish,5,4,2017
Orlando,Spanish,7,4,2017
Philadelphia,Spanish,15,4,2017
Philadelphia,Haitian Creole,33,4,2017
Philadelphia,Bengali,13,4,2017
Philadelphia,Korean,18,4,2017
Philadelphia,Bengali,16,4,2017
Philadelphia,Cambodian,13,4,2017
Phoenix,Romanian,8,4,2017
Phoenix,Polish,7,4,2017
Phoenix,Spanish,11,4,2017
Phoenix,Spanish,6,4,2017
Phoenix,Korean,5,4,2017
Phoenix,Spanish,5,4,2017
Phoenix,Spanish,6,4,2017
Phoenix,Polish,8,4,2017
Phoenix,Spanish,9,4,2017
Phoenix,Spanish,1,4,2017
Phoenix,Spanish,9,4,2017
Phoenix,Spanish,5,4,2017
Phoenix,Spanish,17,4,2017
Tyler,Spanish,26,4,2017
Tyler,Spanish,3,4,2017
Tyler,Spanish,58,4,2017
Boise,Spanish,9,4,2017
"Portland, OR",Spanish,24,4,2017
"Portland, OR",Russian,16,4,2017
"Portland, OR",Russian,13,4,2017
"Portland, OR",Spanish,11,4,2017
"Portland, OR",Spanish,8,4,2017
"Portland, OR",Spanish,13,4,2017
"Portland, OR",Spanish,20,4,2017
"Portland, OR",Spanish,53,4,2017
"Portland, OR",Spanish,13,4,2017
"Portland, OR",Spanish,3,4,2017
"Portland, OR",Spanish,13,4,2017
"Portland, OR",Spanish,12,4,2017
Providence,Spanish,20,4,2017
Providence,Spanish,39,4,2017
Providence,Spanish,21,4,2017
Providence,Spanish,11,4,2017
Reno,Spanish,1,4,2017
Reno,Spanish,4,4,2017
Reno,Spanish,6,4,2017
Richmond,Spanish,12,4,2017
Richmond,Spanish,10,4,2017
Richmond,Spanish,6,4,2017
Riverside,Spanish,8,4,2017
Riverside,Spanish,7,4,2017
Riverside,Spanish,7,4,2017
Riverside,Spanish,6,4,2017
Riverside,Spanish,6,4,2017
Riverside,Spanish,5,4,2017
Riverside,Spanish,5,4,2017
Riverside,Spanish,5,4,2017
Riverside,Spanish,8,4,2017
Riverside,Spanish,7,4,2017
Riverside,Spanish,16,4,2017
